attendance,cgpa,fee_delay,assignments,engagement,risk_score,risk_category,risk_reason
99,7.57,0,87,10.0,12.89,Low,Student shows overall stability
69,6.22,30,64,6.5,65.84,High,Student shows overall stability
72,7.09,26,66,5.7,58.7,High,Student shows overall stability
85,8.67,5,82,7.7,25.4,Medium,Student shows overall stability
74,7.15,36,62,5.4,63.05,High,Student shows overall stability
82,7.54,4,96,8.3,27.75,Medium,Student shows overall stability
74,6.45,29,55,4.5,66.7,High,Student shows overall stability
77,6.16,23,63,4.2,62.27,High,Student shows overall stability
74,6.73,44,66,5.9,66.89,High,Student shows overall stability
82,8.51,7,96,9.7,22.09,Low,Student shows overall stability
34,1.95,52,5,2.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
75,5.93,13,57,4.5,60.15,High,Student shows overall stability
3,2.31,67,31,3.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
67,6.5,40,58,4.9,74.52,High,Student shows overall stability
6,5.14,96,15,1.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
17,0.24,78,33,3.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
84,7.52,7,93,7.3,30.97,Medium,Student shows overall stability
5,1.38,57,14,1.9,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
64,7.3,15,65,6.7,55.17,High,Low attendance
69,5.51,26,53,5.0,72.63,High,Student shows overall stability
98,8.36,5,85,8.3,16.84,Low,Student shows overall stability
95,9.05,9,82,10.0,14.8,Low,Student shows overall stability
93,9.22,0,88,7.6,13.83,Low,Student shows overall stability
94,8.55,3,81,7.5,20.11,Low,Student shows overall stability
69,7.3,39,72,6.4,62.71,High,Student shows overall stability
82,9.01,1,89,7.7,21.43,Low,Student shows overall stability
100,9.87,6,96,7.7,7.93,Low,Student shows overall stability
11,0.2,93,10,1.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
82,7.57,9,95,7.0,33.2,Medium,Student shows overall stability
46,1.36,81,11,1.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
61,5.62,36,76,5.7,76.08,High,Low attendance
46,2.82,102,39,0.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
70,7.11,26,73,4.8,60.22,High,Student shows overall stability
95,7.98,5,94,9.6,16.21,Low,Student shows overall stability
95,8.33,6,92,9.6,15.55,Low,Student shows overall stability
28,1.84,86,45,2.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
100,9.51,6,99,8.6,6.86,Low,Student shows overall stability
35,2.24,55,17,0.2,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
92,8.34,1,92,7.7,18.25,Low,Student shows overall stability
35,4.87,91,46,1.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
98,9.12,3,94,9.4,8.79,Low,Student shows overall stability
83,7.76,4,99,9.0,24.15,Low,Student shows overall stability
63,6.04,43,62,7.0,76.12,High,Low attendance
86,7.79,9,82,8.7,28.92,Medium,Student shows overall stability
18,5.42,71,1,1.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
61,6.16,26,65,5.9,70.04,High,Low attendance
90,8.2,6,100,9.3,18.25,Low,Student shows overall stability
97,8.13,0,80,8.5,16.01,Low,Student shows overall stability
94,8.03,9,86,7.8,23.88,Low,Student shows overall stability
43,0.34,114,39,0.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
2,1.78,66,48,3.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
1,3.16,69,19,1.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
9,3.81,79,32,2.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
41,1.38,119,44,2.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
42,0.62,119,33,0.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
71,6.16,21,75,4.0,63.05,High,Student shows overall stability
81,9.61,6,81,8.3,22.23,Low,Student shows overall stability
61,6.83,23,51,4.2,71.4,High,Low attendance
27,0.91,63,20,0.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
97,7.82,1,91,7.5,18.34,Low,Student shows overall stability
44,1.61,117,15,4.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
60,7.18,29,67,5.7,66.71,High,Low attendance
92,8.18,4,83,8.0,22.18,Low,Student shows overall stability
86,7.54,5,91,8.0,27.63,Medium,Student shows overall stability
73,5.75,41,64,4.3,75.06,High,Student shows overall stability
46,2.74,44,44,3.6,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
73,5.74,42,70,6.1,70.7,High,Student shows overall stability
78,5.8,32,57,6.7,63.92,High,Student shows overall stability
4,2.83,109,24,1.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
64,6.28,34,57,4.3,76.38,High,Low attendance
90,9.57,5,90,8.6,14.6,Low,Student shows overall stability
34,4.9,106,0,1.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
60,6.31,38,69,6.0,74.74,High,Low attendance
98,8.41,2,84,8.7,14.62,Low,Student shows overall stability
44,1.41,78,3,1.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
26,3.41,52,12,0.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
99,8.73,5,90,7.6,14.94,Low,Student shows overall stability
89,8.81,2,90,7.8,18.8,Low,Student shows overall stability
55,0.31,78,11,1.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
90,9.09,5,81,8.5,19.02,Low,Student shows overall stability
45,3.29,81,27,3.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
58,0.75,86,6,2.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
71,6.9,21,60,6.8,56.76,High,Student shows overall stability
75,5.61,34,78,6.1,64.76,High,Student shows overall stability
63,6.29,16,63,4.9,65.28,High,Low attendance
68,6.0,32,67,5.8,69.37,High,Student shows overall stability
25,4.49,68,18,0.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
82,9.15,0,82,8.4,19.31,Low,Student shows overall stability
72,5.73,34,68,4.0,72.4,High,Student shows overall stability
79,6.29,32,74,6.8,57.07,High,Student shows overall stability
77,5.9,19,59,4.8,61.23,High,Student shows overall stability
77,6.3,42,50,4.5,72.32,High,Student shows overall stability
3,4.04,82,25,0.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
97,9.68,2,87,8.0,10.52,Low,Student shows overall stability
49,2.91,82,26,2.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
95,8.9,3,84,7.2,17.92,Low,Student shows overall stability
25,2.58,43,29,0.3,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
71,7.33,45,67,4.9,67.82,High,Student shows overall stability
80,8.31,9,92,8.2,29.11,Medium,Student shows overall stability
78,6.53,40,79,6.8,59.12,High,Student shows overall stability
32,0.82,51,29,0.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
20,0.07,68,32,2.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
61,6.79,27,52,4.6,72.58,High,Low attendance
65,5.93,42,61,4.1,80.8,High,Student shows overall stability
3,1.1,107,48,2.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
81,9.56,5,89,9.4,18.25,Low,Student shows overall stability
75,7.23,48,77,5.2,64.37,High,Student shows overall stability
96,8.93,5,84,8.8,14.95,Low,Student shows overall stability
31,4.6,78,14,2.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
82,7.96,2,85,8.2,26.84,Medium,Student shows overall stability
28,2.66,47,7,3.4,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
83,7.52,2,92,8.7,25.83,Medium,Student shows overall stability
62,7.26,23,62,4.3,65.94,High,Low attendance
6,0.24,80,21,2.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
60,6.16,25,63,5.4,71.69,High,Low attendance
77,5.84,26,77,4.4,62.19,High,Student shows overall stability
68,5.83,32,60,6.1,71.01,High,Student shows overall stability
24,0.78,52,42,2.2,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
98,8.33,8,87,9.0,16.59,Low,Student shows overall stability
63,5.85,43,65,6.9,76.74,High,Low attendance
75,7.43,48,79,5.5,62.43,High,Student shows overall stability
99,7.95,1,81,8.8,15.87,Low,Student shows overall stability
94,9.81,1,94,8.0,9.65,Low,Student shows overall stability
34,1.79,65,45,3.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
23,2.2,90,42,3.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
98,8.34,6,80,9.5,16.04,Low,Student shows overall stability
48,5.26,79,15,2.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
75,6.77,44,77,7.0,61.73,High,Student shows overall stability
100,8.59,4,88,7.6,14.14,Low,Student shows overall stability
70,6.9,41,79,6.8,62.92,High,Student shows overall stability
74,5.82,48,72,4.9,74.22,High,Student shows overall stability
98,9.57,2,89,8.4,9.27,Low,Student shows overall stability
85,8.33,4,92,8.2,23.29,Low,Student shows overall stability
87,9.03,0,99,7.8,15.03,Low,Student shows overall stability
76,6.89,11,74,5.0,49.51,Medium,Student shows overall stability
70,6.07,47,55,4.1,80.35,High,Student shows overall stability
67,5.76,44,50,4.3,83.27,High,Student shows overall stability
76,6.22,33,62,4.8,66.43,High,Student shows overall stability
72,6.49,43,74,4.9,69.45,High,Student shows overall stability
78,6.72,18,50,5.0,57.48,High,Student shows overall stability
95,8.0,6,97,7.9,19.42,Low,Student shows overall stability
65,6.68,15,58,4.2,63.95,High,Student shows overall stability
89,9.43,8,99,8.7,15.16,Low,Student shows overall stability
88,9.01,3,87,9.0,17.28,Low,Student shows overall stability
3,1.46,54,34,2.2,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
4,3.11,57,46,2.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
41,4.05,100,30,0.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
73,5.61,39,70,4.0,74.23,High,Student shows overall stability
41,4.73,52,11,1.4,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
8,4.18,41,22,2.5,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
20,5.14,117,25,3.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
24,0.84,59,43,0.2,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
92,8.57,9,85,8.1,22.18,Low,Student shows overall stability
90,9.11,4,98,8.2,15.63,Low,Student shows overall stability
94,9.8,7,88,8.1,13.27,Low,Student shows overall stability
54,4.21,53,48,2.6,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
78,7.08,25,64,4.8,56.62,High,Student shows overall stability
17,1.74,81,16,1.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
26,4.32,75,24,3.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
85,9.21,8,96,9.0,18.71,Low,Student shows overall stability
98,8.27,2,90,9.6,12.34,Low,Student shows overall stability
95,8.32,7,86,9.3,17.96,Low,Student shows overall stability
19,1.59,98,6,0.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
7,3.73,107,34,3.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
87,9.65,0,95,9.5,9.81,Low,Student shows overall stability
68,7.14,42,67,5.2,68.95,High,Student shows overall stability
76,6.42,14,65,6.5,52.12,High,Student shows overall stability
34,4.61,102,47,2.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
76,6.11,32,67,5.2,64.63,High,Student shows overall stability
14,0.39,66,14,3.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
94,8.12,8,81,9.3,20.85,Low,Student shows overall stability
79,6.59,10,51,5.1,52.85,High,Student shows overall stability
61,5.83,16,78,4.1,67.38,High,Low attendance
85,7.66,5,81,7.2,31.19,Medium,Student shows overall stability
79,6.34,31,52,6.7,61.04,High,Student shows overall stability
48,0.76,119,1,3.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
65,6.12,34,54,4.8,76.17,High,Student shows overall stability
98,7.64,7,88,8.3,20.37,Low,Student shows overall stability
88,8.88,5,81,7.5,23.16,Low,Student shows overall stability
93,9.69,6,80,7.7,16.51,Low,Student shows overall stability
3,2.82,66,42,3.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
41,0.61,99,5,0.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
97,7.97,7,96,8.2,18.25,Low,Student shows overall stability
12,4.07,82,38,3.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
17,4.76,69,33,1.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
55,1.76,46,39,1.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
3,5.46,91,49,0.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
13,4.72,86,11,3.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
85,8.34,7,85,10.0,22.79,Low,Student shows overall stability
48,1.28,86,6,0.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
62,6.23,38,71,6.9,71.72,High,Low attendance
50,1.82,104,30,1.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
57,1.64,53,22,0.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
21,3.95,58,43,0.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
0,4.52,109,36,0.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
75,5.84,49,75,5.5,72.1,High,Student shows overall stability
9,2.76,56,22,3.9,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
71,6.08,13,63,5.6,58.39,High,Student shows overall stability
98,9.25,1,96,8.5,8.59,Low,Student shows overall stability
31,2.26,40,46,2.2,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
97,8.05,0,92,9.9,11.16,Low,Student shows overall stability
25,4.04,75,44,3.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
84,7.85,6,80,8.5,29.05,Medium,Student shows overall stability
75,7.05,35,52,5.9,63.46,High,Student shows overall stability
81,8.63,8,86,9.7,24.67,Low,Student shows overall stability
77,7.35,10,78,4.9,45.38,Medium,Student shows overall stability
66,6.74,35,51,6.1,70.76,High,Student shows overall stability
76,6.35,21,73,5.8,55.91,High,Student shows overall stability
76,5.89,11,53,5.6,57.25,High,Student shows overall stability
60,7.21,34,54,5.1,72.82,High,Low attendance
88,7.7,7,93,7.9,26.56,Medium,Student shows overall stability
84,9.62,8,88,8.0,20.49,Low,Student shows overall stability
97,9.91,7,90,7.7,11.26,Low,Student shows overall stability
69,6.57,27,59,4.5,67.51,High,Student shows overall stability
17,1.11,53,48,0.5,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
99,8.96,8,92,7.8,14.37,Low,Student shows overall stability
64,7.25,35,69,5.5,66.84,High,Low attendance
45,5.29,92,2,1.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
16,1.65,115,48,1.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
48,4.67,111,35,3.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
73,6.59,33,78,6.2,60.39,High,Student shows overall stability
69,5.63,25,75,5.8,65.61,High,Student shows overall stability
65,6.77,25,56,6.2,65.08,High,Student shows overall stability
73,6.08,35,74,5.4,66.3,High,Student shows overall stability
99,8.83,9,90,8.8,13.58,Low,Student shows overall stability
48,4.94,83,32,2.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
81,9.17,4,95,7.0,23.35,Low,Student shows overall stability
88,8.39,6,96,9.5,18.98,Low,Student shows overall stability
79,7.21,12,72,6.2,44.6,Medium,Student shows overall stability
35,2.3,73,43,2.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
83,7.8,3,100,8.2,24.7,Low,Student shows overall stability
75,6.67,29,76,6.6,56.6,High,Student shows overall stability
86,9.62,2,84,9.1,15.23,Low,Student shows overall stability
74,5.78,15,66,5.6,58.64,High,Student shows overall stability
56,3.08,111,41,2.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
73,6.03,19,61,4.6,63.14,High,Student shows overall stability
81,7.63,9,96,7.4,32.65,Medium,Student shows overall stability
98,8.71,6,83,7.5,17.78,Low,Student shows overall stability
20,3.39,43,17,2.9,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
16,3.97,45,7,1.3,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
71,6.48,17,75,5.0,57.49,High,Student shows overall stability
69,7.13,17,53,4.3,61.36,High,Student shows overall stability
73,7.21,30,71,5.7,58.26,High,Student shows overall stability
66,7.29,32,56,4.9,67.79,High,Student shows overall stability
37,0.2,83,21,1.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
57,0.27,90,49,0.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
87,8.34,5,100,7.8,21.82,Low,Student shows overall stability
60,6.36,37,74,5.4,74.33,High,Low attendance
41,1.07,91,41,0.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
70,7.08,49,79,5.1,68.74,High,Student shows overall stability
6,2.41,41,17,0.4,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
79,6.4,27,63,5.1,60.0,High,Student shows overall stability
71,5.96,32,69,7.0,64.77,High,Student shows overall stability
25,4.76,86,12,2.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
98,9.21,2,95,8.0,10.57,Low,Student shows overall stability
52,0.62,57,47,2.4,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
72,6.13,12,75,5.5,54.71,High,Student shows overall stability
91,9.77,1,92,9.6,8.77,Low,Student shows overall stability
36,2.17,115,15,0.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
8,2.24,52,4,0.8,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
40,0.72,89,14,0.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
39,2.21,54,47,0.6,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
63,5.95,35,78,4.1,75.35,High,Low attendance
95,8.13,0,86,7.6,17.52,Low,Student shows overall stability
95,8.35,3,87,8.7,16.79,Low,Student shows overall stability
91,8.61,4,95,7.1,20.14,Low,Student shows overall stability
64,7.33,37,73,4.4,68.69,High,Low attendance
33,4.13,97,13,0.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
60,5.93,17,54,6.8,67.5,High,Low attendance
94,9.35,4,98,7.7,13.15,Low,Student shows overall stability
83,9.8,7,83,9.9,16.68,Low,Student shows overall stability
63,6.76,18,78,6.6,57.76,High,Low attendance
56,1.79,117,3,2.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
97,9.36,9,95,7.2,15.03,Low,Student shows overall stability
89,8.42,9,96,8.2,22.35,Low,Student shows overall stability
82,8.94,5,86,7.0,26.17,Medium,Student shows overall stability
63,6.9,18,53,5.5,64.1,High,Low attendance
87,9.15,7,95,8.3,19.07,Low,Student shows overall stability
76,6.93,25,74,6.4,53.45,High,Student shows overall stability
3,5.16,69,35,3.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
49,4.75,88,11,2.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
71,5.91,32,71,5.7,67.26,High,Student shows overall stability
95,8.78,0,97,9.5,8.94,Low,Student shows overall stability
72,5.89,45,53,6.1,75.34,High,Student shows overall stability
43,1.25,83,3,1.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
54,5.43,81,40,0.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
9,1.4,99,20,0.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
38,3.5,69,20,0.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
99,9.01,5,90,7.1,14.73,Low,Student shows overall stability
32,0.62,101,28,3.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
43,2.14,45,0,3.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
75,7.42,32,69,5.4,57.78,High,Student shows overall stability
84,7.86,1,94,7.8,24.13,Low,Student shows overall stability
80,10.0,2,89,8.7,15.59,Low,Student shows overall stability
82,9.33,5,92,7.8,21.57,Low,Student shows overall stability
92,9.67,7,95,9.8,10.3,Low,Student shows overall stability
72,6.19,18,66,5.9,58.85,High,Student shows overall stability
55,0.5,102,41,3.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
76,5.55,11,79,6.1,52.57,High,Student shows overall stability
38,4.77,110,16,3.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
83,9.94,4,91,9.5,13.5,Low,Student shows overall stability
83,8.86,4,97,7.3,22.83,Low,Student shows overall stability
77,6.24,33,60,4.5,66.57,High,Student shows overall stability
74,5.56,18,64,4.1,64.64,High,Student shows overall stability
62,6.65,28,62,6.4,67.45,High,Low attendance
96,9.38,9,94,7.4,15.28,Low,Student shows overall stability
86,8.78,1,95,9.9,14.72,Low,Student shows overall stability
77,6.81,38,67,6.6,60.29,High,Student shows overall stability
61,6.24,27,77,5.4,68.84,High,Low attendance
68,5.99,44,67,4.7,77.05,High,Student shows overall stability
63,7.17,34,77,5.0,66.79,High,Low attendance
75,6.97,47,72,4.1,68.56,High,Student shows overall stability
60,6.99,40,61,6.8,71.86,High,Low attendance
41,1.7,51,38,1.6,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
71,7.47,13,56,6.0,52.17,High,Student shows overall stability
59,2.09,73,5,2.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
50,1.16,83,14,0.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
49,1.7,42,21,2.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
91,8.71,0,86,7.8,16.94,Low,Student shows overall stability
9,1.59,56,5,3.0,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
8,1.2,60,23,3.5,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
34,4.4,79,47,1.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
91,8.58,3,93,9.5,15.3,Low,Student shows overall stability
76,5.87,44,66,6.1,69.72,High,Student shows overall stability
99,8.06,9,94,7.4,18.93,Low,Student shows overall stability
59,2.45,108,19,3.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
100,8.92,7,89,7.5,13.91,Low,Student shows overall stability
15,3.13,74,2,1.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
66,5.85,19,59,6.1,65.67,High,Student shows overall stability
70,6.4,11,55,4.5,60.07,High,Student shows overall stability
61,6.02,34,61,4.4,78.64,High,Low attendance
10,0.9,62,26,2.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
99,7.78,0,87,8.7,14.5,Low,Student shows overall stability
77,6.56,48,67,5.9,67.32,High,Student shows overall stability
98,8.23,9,94,7.4,19.14,Low,Student shows overall stability
17,1.21,55,37,0.6,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
29,3.67,119,4,2.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
44,4.08,100,26,1.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
66,5.77,47,54,6.8,79.32,High,Student shows overall stability
74,6.41,40,68,6.2,65.89,High,Student shows overall stability
98,8.59,2,99,9.0,10.41,Low,Student shows overall stability
10,3.99,60,38,3.9,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
26,0.5,104,34,2.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
