attendance,cgpa,fee_delay,assignments,engagement,risk_score,risk_category,risk_reason
57,5.82,28,62,5.1,47.01,Medium,Low attendance
6,4.23,34,20,3.1,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
19,2.49,37,40,1.2,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
68,5.52,36,53,4.9,42.59,Medium,Consistent academic performance
0,2.05,53,26,3.3,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
56,6.93,33,59,6.5,44.93,Medium,Low attendance
71,6.35,32,62,4.1,37.29,Medium,Consistent academic performance
83,7.5,8,85,7.2,19.31,Low,Consistent academic performance
6,1.02,114,19,0.9,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
89,7.98,5,98,9.0,12.05,Low,Consistent academic performance
4,3.8,87,49,3.6,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
47,4.08,107,47,3.6,72.39,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
38,1.1,51,20,2.2,86.97,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
90,7.7,9,89,7.1,14.64,Low,Consistent academic performance
83,8.17,9,96,8.8,15.98,Low,Consistent academic performance
99,7.82,4,85,9.3,7.71,Low,Consistent academic performance
50,1.85,117,1,2.8,81.66,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
5,4.6,52,38,3.4,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
56,7.02,38,58,5.0,46.34,Medium,Low attendance
74,5.39,26,66,6.2,35.36,Medium,Consistent academic performance
55,5.78,35,64,5.5,49.29,Medium,Low attendance
58,5.96,28,60,6.5,45.36,Medium,Low attendance
100,9.04,1,83,8.7,4.75,Low,Consistent academic performance
60,6.37,28,70,5.5,42.32,Medium,Consistent academic performance
5,0.59,93,34,3.8,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
85,9.66,3,83,8.9,11.68,Low,Consistent academic performance
96,9.18,4,87,7.8,7.16,Low,Consistent academic performance
57,7.13,28,68,4.0,43.17,Medium,Low attendance
32,2.74,82,10,0.8,94.75,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
60,5.84,37,63,5.8,45.86,Medium,Consistent academic performance
75,8.21,8,98,9.0,20.04,Low,Consistent academic performance
89,8.45,0,92,9.4,10.58,Low,Consistent academic performance
22,0.99,48,28,0.4,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
92,9.85,8,87,7.2,8.8,Low,Consistent academic performance
71,5.26,14,77,5.2,35.06,Medium,Consistent academic performance
25,2.91,78,26,2.1,99.57,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
77,8.01,8,82,7.8,21.58,Low,Consistent academic performance
84,9.22,9,90,8.8,13.58,Low,Consistent academic performance
89,9.88,8,99,8.8,8.33,Low,Consistent academic performance
69,6.38,43,71,6.9,38.02,Medium,Consistent academic performance
84,8.63,5,88,8.6,14.61,Low,Consistent academic performance
76,9.67,0,98,7.3,15.38,Low,Consistent academic performance
89,8.03,2,95,7.0,12.72,Low,Consistent academic performance
35,3.51,54,44,1.6,80.53,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
78,9.84,8,83,9.8,15.42,Low,Consistent academic performance
83,9.6,9,85,9.9,13.18,Low,Consistent academic performance
92,9.36,1,82,9.7,7.97,Low,Consistent academic performance
99,8.59,3,88,8.3,6.22,Low,Consistent academic performance
27,3.07,70,41,2.8,93.32,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
81,8.0,6,94,9.2,17.04,Low,Consistent academic performance
75,8.04,4,90,7.7,21.26,Low,Consistent academic performance
92,9.33,9,80,9.0,9.89,Low,Consistent academic performance
90,8.33,1,85,8.1,11.76,Low,Consistent academic performance
67,6.97,12,59,5.5,34.48,Medium,Consistent academic performance
88,8.23,9,96,9.8,12.54,Low,Consistent academic performance
61,5.67,37,50,6.7,46.49,Medium,Consistent academic performance
56,6.58,24,77,5.3,43.27,Medium,Low attendance
65,6.5,22,53,5.8,39.18,Medium,Consistent academic performance
65,6.23,13,77,4.3,36.74,Medium,Consistent academic performance
13,0.06,30,37,0.6,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
79,9.47,4,97,9.6,13.8,Low,Consistent academic performance
19,2.23,97,4,0.0,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
26,2.58,52,24,1.4,95.66,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
74,7.18,41,72,6.9,32.42,Medium,Consistent academic performance
84,8.43,9,86,7.7,16.36,Low,Consistent academic performance
83,7.69,2,86,7.6,17.55,Low,Consistent academic performance
41,4.42,105,22,1.8,79.91,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
63,5.4,32,62,6.2,44.08,Medium,Consistent academic performance
70,5.29,26,72,4.0,38.73,Medium,Consistent academic performance
5,3.95,51,32,1.4,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
64,7.2,19,64,4.3,37.05,Medium,Consistent academic performance
83,8.03,6,94,8.2,16.33,Low,Consistent academic performance
89,9.37,7,87,10.0,9.9,Low,Consistent academic performance
55,6.07,28,52,6.1,48.19,Medium,Low attendance
0,1.02,42,0,2.5,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
67,6.74,38,56,4.4,40.27,Medium,Consistent academic performance
6,0.57,55,48,2.7,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
38,2.1,91,16,3.4,90.02,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
2,2.8,61,25,1.0,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
83,8.84,0,95,7.6,13.62,Low,Consistent academic performance
96,9.48,2,98,9.6,4.21,Low,Consistent academic performance
2,0.07,75,29,2.6,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
90,8.02,7,85,8.2,13.44,Low,Consistent academic performance
58,7.12,27,51,5.5,43.29,Medium,Low attendance
19,4.99,96,18,0.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
39,0.34,91,3,1.9,96.77,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
30,3.54,59,42,3.3,85.96,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
8,0.03,90,14,0.2,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
63,6.46,41,75,6.3,41.33,Medium,Consistent academic performance
93,9.05,6,88,8.0,9.14,Low,Consistent academic performance
71,5.65,40,52,5.3,40.84,Medium,Consistent academic performance
41,2.89,115,41,1.2,83.18,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
65,5.68,17,57,4.9,40.58,Medium,Consistent academic performance
76,8.56,9,91,9.2,19.35,Low,Consistent academic performance
56,5.33,35,72,6.0,48.82,Medium,Low attendance
37,2.67,96,37,3.0,87.29,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
87,9.56,4,93,7.7,10.6,Low,Consistent academic performance
64,6.65,24,64,6.3,38.37,Medium,Consistent academic performance
5,3.93,113,11,0.6,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
79,8.15,5,100,9.7,16.85,Low,Consistent academic performance
45,3.33,35,24,3.6,69.54,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
39,3.68,100,39,2.7,82.02,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
82,8.12,5,85,7.3,17.87,Low,Consistent academic performance
42,4.67,90,9,0.0,80.45,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
69,5.76,22,66,6.9,36.66,Medium,Consistent academic performance
20,3.92,104,29,1.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
57,5.04,40,63,6.7,50.28,Medium,Low attendance
35,0.19,108,42,0.0,98.47,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
4,4.32,39,18,2.3,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
18,2.21,103,42,2.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
65,7.32,37,54,5.9,39.29,Medium,Consistent academic performance
66,6.24,29,55,5.8,40.19,Medium,Consistent academic performance
85,9.58,6,97,7.3,11.74,Low,Consistent academic performance
43,2.5,70,24,2.6,80.26,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
93,9.37,6,83,8.2,8.86,Low,Consistent academic performance
96,8.64,0,93,7.5,7.15,Low,Consistent academic performance
90,7.56,7,99,9.9,12.19,Low,Consistent academic performance
67,5.38,11,53,4.2,39.77,Medium,Consistent academic performance
43,1.77,51,19,0.1,81.11,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
71,6.52,25,63,6.0,34.66,Medium,Consistent academic performance
87,9.94,7,95,8.1,9.82,Low,Consistent academic performance
8,4.99,113,36,3.6,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
62,7.35,39,63,5.0,41.03,Medium,Consistent academic performance
97,8.49,0,89,9.8,6.16,Low,Consistent academic performance
85,9.47,6,91,7.5,12.5,Low,Consistent academic performance
72,5.67,19,69,5.3,34.92,Medium,Consistent academic performance
59,6.9,17,57,4.0,41.72,Medium,Low attendance
85,8.32,7,89,7.8,15.4,Low,Consistent academic performance
67,5.16,35,71,6.7,41.35,Medium,Consistent academic performance
37,4.32,116,21,1.9,84.01,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
88,9.51,4,85,9.3,10.15,Low,Consistent academic performance
98,9.06,6,96,8.3,5.49,Low,Consistent academic performance
41,4.11,82,33,1.8,78.47,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
47,2.74,105,39,2.7,77.79,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
89,8.85,6,92,10.0,10.41,Low,Consistent academic performance
19,0.08,114,17,1.9,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
66,6.21,28,77,5.1,38.25,Medium,Consistent academic performance
17,0.62,68,3,1.7,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
62,5.49,26,66,4.5,43.94,Medium,Consistent academic performance
68,6.61,13,77,5.7,33.08,Medium,Consistent academic performance
60,5.33,37,70,4.8,47.07,Medium,Consistent academic performance
87,8.52,5,85,9.9,12.81,Low,Consistent academic performance
60,5.94,44,59,5.1,47.5,Medium,Consistent academic performance
91,9.32,4,99,9.0,7.71,Low,Consistent academic performance
95,9.69,6,83,7.0,7.75,Low,Consistent academic performance
49,0.27,106,16,0.6,86.87,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
69,5.5,33,75,4.7,39.37,Medium,Consistent academic performance
22,1.46,37,25,3.1,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
59,6.17,34,78,4.5,44.3,Medium,Low attendance
72,6.28,39,56,6.8,37.24,Medium,Consistent academic performance
68,7.07,22,60,4.1,35.86,Medium,Consistent academic performance
97,9.12,2,99,9.0,4.6,Low,Consistent academic performance
66,6.25,32,69,4.8,39.72,Medium,Consistent academic performance
8,4.2,30,43,0.1,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
63,5.84,21,50,6.3,42.17,Medium,Consistent academic performance
7,1.41,91,11,1.5,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
50,3.75,72,30,3.1,69.89,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
95,8.91,6,85,8.1,8.62,Low,Consistent academic performance
87,9.57,5,87,9.3,10.53,Low,Consistent academic performance
85,8.23,4,98,7.9,14.14,Low,Consistent academic performance
81,8.16,0,85,9.0,16.64,Low,Consistent academic performance
76,9.05,4,98,8.5,16.97,Low,Consistent academic performance
71,5.7,22,69,6.0,35.63,Medium,Consistent academic performance
58,6.56,28,75,4.8,43.0,Medium,Low attendance
98,8.61,0,89,8.0,6.26,Low,Consistent academic performance
11,0.93,109,49,3.7,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
83,8.1,7,91,7.8,16.81,Low,Consistent academic performance
67,6.12,43,52,4.7,43.0,Medium,Consistent academic performance
64,7.26,29,57,5.7,38.55,Medium,Consistent academic performance
4,0.57,56,15,3.1,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
63,6.66,35,64,5.2,41.41,Medium,Consistent academic performance
19,3.79,33,22,1.2,98.1,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
96,7.98,2,100,8.3,7.77,Low,Consistent academic performance
21,0.87,67,14,3.8,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
89,8.58,4,84,8.1,12.4,Low,Consistent academic performance
86,9.33,3,97,7.3,11.27,Low,Consistent academic performance
39,3.29,96,39,1.6,83.83,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
91,7.71,4,92,7.2,12.83,Low,Consistent academic performance
67,6.46,14,58,6.7,35.68,Medium,Consistent academic performance
39,0.16,59,10,2.1,91.35,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
100,9.47,7,88,7.1,5.17,Low,Consistent academic performance
46,0.72,60,24,2.8,81.31,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
62,7.47,10,50,4.4,37.46,Medium,Consistent academic performance
41,4.12,110,21,1.9,80.94,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
62,5.4,26,66,5.7,43.63,Medium,Consistent academic performance
80,8.67,5,82,7.7,17.83,Low,Consistent academic performance
69,7.06,36,62,5.4,36.75,Medium,Consistent academic performance
77,7.54,4,96,8.3,20.44,Low,Consistent academic performance
69,6.19,29,55,4.5,39.0,Medium,Consistent academic performance
72,5.83,23,63,4.2,36.33,Medium,Consistent academic performance
69,6.53,44,66,5.9,38.78,Medium,Consistent academic performance
77,8.51,7,96,9.7,17.85,Low,Consistent academic performance
34,1.77,42,5,2.7,88.68,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
70,5.54,13,57,4.5,37.18,Medium,Consistent academic performance
3,2.1,57,31,3.5,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
62,6.26,40,58,4.9,44.76,Medium,Consistent academic performance
6,4.67,86,15,1.6,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
17,0.22,68,33,3.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
79,7.52,7,93,7.3,20.57,Low,Consistent academic performance
5,1.26,47,14,1.9,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
59,7.25,15,65,6.7,38.27,Medium,Low attendance
64,5.02,26,53,5.0,44.94,Medium,Consistent academic performance
93,8.36,5,85,8.3,10.6,Low,Consistent academic performance
96,9.46,9,82,10.0,6.8,Low,Consistent academic performance
88,9.22,0,88,7.6,10.7,Low,Consistent academic performance
89,8.55,3,81,7.5,12.89,Low,Consistent academic performance
64,7.24,39,72,6.4,38.42,Medium,Consistent academic performance
77,9.01,1,89,7.7,17.32,Low,Consistent academic performance
95,9.87,6,96,7.7,5.71,Low,Consistent academic performance
11,0.18,111,10,1.7,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
77,7.57,9,95,7.0,21.91,Low,Consistent academic performance
46,1.24,71,11,1.5,83.5,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
56,5.15,36,76,5.7,49.24,Medium,Low attendance
46,2.57,92,39,0.4,80.32,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
65,7.01,26,73,4.8,36.95,Medium,Consistent academic performance
100,7.74,5,94,9.6,6.45,Low,Consistent academic performance
90,8.33,6,92,9.6,11.17,Low,Consistent academic performance
28,1.67,76,45,2.2,97.81,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
95,9.51,6,99,8.6,5.69,Low,Consistent academic performance
35,2.04,45,17,0.2,87.28,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
87,8.34,1,92,7.7,12.92,Low,Consistent academic performance
35,4.43,81,46,1.2,82.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
93,9.12,3,94,9.4,7.23,Low,Consistent academic performance
78,7.76,4,99,9.0,18.65,Low,Consistent academic performance
58,5.68,43,62,7.0,48.23,Medium,Low attendance
81,7.79,9,82,8.7,19.47,Low,Consistent academic performance
18,4.93,61,1,1.7,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
56,5.83,26,65,5.9,46.62,Medium,Low attendance
85,8.2,6,100,9.3,13.62,Low,Consistent academic performance
92,8.13,0,80,8.5,11.24,Low,Consistent academic performance
89,8.03,9,86,7.8,14.43,Low,Consistent academic performance
43,0.31,104,39,0.4,90.1,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
2,1.62,56,48,3.8,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
1,2.88,59,19,1.1,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
9,3.46,69,32,2.5,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
41,1.26,109,44,2.4,87.49,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
42,0.57,109,33,0.7,90.65,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
66,5.83,21,75,4.0,38.82,Medium,Consistent academic performance
76,9.61,6,81,8.3,17.75,Low,Consistent academic performance
56,6.66,23,51,4.2,46.01,Medium,Low attendance
27,0.83,53,20,0.3,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
92,7.82,1,91,7.5,11.5,Low,Consistent academic performance
44,1.47,107,15,4.0,86.12,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
55,7.09,29,67,5.7,44.07,Medium,Low attendance
87,8.18,4,83,8.0,14.57,Low,Consistent academic performance
81,7.54,5,91,8.0,18.89,Low,Consistent academic performance
68,5.32,41,64,4.3,43.15,Medium,Consistent academic performance
46,2.49,34,44,3.6,69.11,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
68,5.3,42,70,6.1,41.85,Medium,Consistent academic performance
73,5.37,32,57,6.7,37.72,Medium,Consistent academic performance
4,2.57,99,24,1.5,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
59,5.97,34,57,4.3,47.04,Medium,Low attendance
97,7.7,6,94,9.9,8.22,Low,Consistent academic performance
70,7.49,12,50,5.0,32.41,Medium,Consistent academic performance
55,6.01,38,69,6.0,48.37,Medium,Low attendance
93,8.41,2,84,8.7,9.89,Low,Consistent academic performance
44,1.28,68,3,1.7,85.36,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
26,3.1,42,12,0.1,94.04,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
94,8.73,5,90,7.6,9.14,Low,Consistent academic performance
84,8.81,2,90,7.8,13.85,Low,Consistent academic performance
18,4.16,80,11,1.9,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
85,9.09,5,81,8.5,13.71,Low,Consistent academic performance
45,2.99,71,27,3.6,76.3,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
51,3.65,36,10,3.6,65.12,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
11,3.51,41,42,3.8,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
70,5.14,34,78,6.1,38.8,Medium,Consistent academic performance
58,5.99,16,63,4.9,43.77,Medium,Low attendance
63,5.63,32,67,5.8,43.17,Medium,Consistent academic performance
25,4.08,58,18,0.3,93.83,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
77,9.15,0,82,8.4,17.18,Low,Consistent academic performance
67,5.29,34,68,4.0,42.48,Medium,Consistent academic performance
74,5.99,32,74,6.8,33.73,Medium,Consistent academic performance
72,5.49,19,59,4.8,36.64,Medium,Consistent academic performance
72,6.0,42,50,4.5,40.22,Medium,Consistent academic performance
3,3.67,72,25,0.9,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
92,9.68,2,87,8.0,7.76,Low,Consistent academic performance
49,2.65,72,26,2.4,74.8,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
90,8.9,3,84,7.2,11.41,Low,Consistent academic performance
25,2.35,33,29,0.3,94.61,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
66,7.29,27,75,4.8,35.51,Medium,Consistent academic performance
0,1.62,119,22,1.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
66,5.1,31,68,5.5,42.38,Medium,Consistent academic performance
59,5.03,42,59,6.4,49.77,Medium,Low attendance
26,1.71,50,11,3.3,98.72,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
95,8.6,3,86,8.1,8.66,Low,Consistent academic performance
77,7.97,1,91,9.3,18.88,Low,Consistent academic performance
43,0.24,40,3,0.8,85.35,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
76,9.5,5,81,9.5,17.24,Low,Consistent academic performance
70,7.17,37,77,4.0,35.17,Medium,Consistent academic performance
67,7.05,14,72,6.4,32.88,Medium,Consistent academic performance
84,8.86,9,94,8.9,13.99,Low,Consistent academic performance
77,7.96,2,85,8.2,20.23,Low,Consistent academic performance
28,2.42,37,7,3.4,91.97,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
78,7.52,2,92,8.7,19.77,Low,Consistent academic performance
57,7.2,23,62,4.3,42.59,Medium,Low attendance
6,0.22,70,21,2.2,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
55,5.83,25,63,5.4,47.67,Medium,Low attendance
72,5.42,26,77,4.4,36.39,Medium,Consistent academic performance
63,5.42,32,60,6.1,44.29,Medium,Consistent academic performance
24,0.71,42,42,2.2,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
99,7.64,7,94,8.2,8.24,Low,Consistent academic performance
55,5.06,43,65,6.9,51.95,Medium,Low attendance
70,7.41,39,62,4.7,36.04,Medium,Consistent academic performance
96,9.04,1,81,8.8,7.04,Low,Consistent academic performance
89,9.81,1,94,8.0,8.2,Low,Consistent academic performance
34,1.62,55,45,3.8,86.77,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
23,2.0,80,42,3.9,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
96,7.99,6,80,9.5,9.81,Low,Consistent academic performance
48,4.79,69,15,2.7,69.58,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
70,6.58,44,77,7.0,36.39,Medium,Consistent academic performance
97,9.87,4,87,7.4,5.39,Low,Consistent academic performance
60,5.89,32,60,6.1,45.03,Medium,Consistent academic performance
67,6.48,32,64,4.5,39.12,Medium,Consistent academic performance
67,5.56,33,68,6.5,40.34,Medium,Consistent academic performance
81,9.45,3,85,8.0,14.6,Low,Consistent academic performance
30,0.98,69,47,0.5,97.25,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
74,5.65,37,66,6.1,36.59,Medium,Consistent academic performance
100,7.52,5,90,7.9,8.18,Low,Consistent academic performance
44,1.59,95,39,0.5,85.06,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
55,5.23,27,66,5.1,49.57,Medium,Low attendance
77,9.74,3,92,8.5,15.15,Low,Consistent academic performance
76,9.73,1,98,9.4,14.34,Low,Consistent academic performance
73,5.64,28,50,4.8,38.01,Medium,Consistent academic performance
97,8.46,8,92,8.8,7.77,Low,Consistent academic performance
63,5.2,40,59,6.3,46.18,Medium,Consistent academic performance
17,1.42,102,30,0.1,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
63,5.77,35,53,4.8,45.15,Medium,Consistent academic performance
74,6.77,14,69,6.4,29.48,Low,Consistent academic performance
28,4.66,71,44,2.9,86.46,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
82,9.1,8,100,7.0,14.71,Low,Consistent academic performance
41,4.3,42,11,1.4,73.62,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
8,3.8,31,22,2.5,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
20,4.67,107,25,3.1,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
24,0.76,49,43,0.2,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
99,9.32,6,89,9.2,4.7,Low,Consistent academic performance
57,6.07,29,54,4.7,47.43,Medium,Low attendance
73,6.31,25,73,6.5,32.67,Medium,Consistent academic performance
43,4.48,84,13,0.7,78.39,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
6,0.13,78,24,3.6,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
93,8.12,3,98,9.6,8.84,Low,Consistent academic performance
87,9.68,9,81,7.8,12.3,Low,Consistent academic performance
17,4.73,58,24,0.2,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
65,6.28,43,77,6.4,40.56,Medium,Consistent academic performance
13,2.23,77,20,2.7,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
82,9.68,5,86,7.4,14.04,Low,Consistent academic performance
7,3.39,97,34,3.5,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
82,9.65,0,95,9.5,11.3,Low,Consistent academic performance
63,7.05,42,67,5.2,41.2,Medium,Consistent academic performance
71,6.15,14,65,6.5,33.31,Medium,Consistent academic performance
34,4.19,92,47,2.8,84.4,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
71,5.76,32,67,5.2,37.75,Medium,Consistent academic performance
14,0.35,56,14,3.4,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
89,8.12,8,81,9.3,13.76,Low,Consistent academic performance
74,6.36,10,51,5.1,32.3,Medium,Consistent academic performance
56,5.42,16,78,4.1,45.75,Medium,Low attendance
99,7.85,7,81,7.2,9.63,Low,Consistent academic performance
74,6.06,31,52,6.7,35.68,Medium,Consistent academic performance
48,0.69,109,1,3.7,86.43,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
60,5.78,34,54,4.8,46.94,Medium,Consistent academic performance
93,7.64,7,88,8.3,12.23,Low,Consistent academic performance
83,8.88,5,81,7.5,15.8,Low,Consistent academic performance
88,9.69,6,80,7.7,11.4,Low,Consistent academic performance
3,2.56,111,26,1.5,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
64,5.28,15,79,4.7,39.93,Medium,Consistent academic performance
84,8.19,0,92,7.2,15.06,Low,Consistent academic performance
71,6.11,26,64,6.3,35.6,Medium,Consistent academic performance
